LOC_ID,website,google_rating,google_reviews_count,google_maps_url,google_phone,google_hours_mon,google_hours_tue,google_hours_wed,google_hours_thu,google_hours_fri,google_hours_sat,google_hours_sun,google_photo_url,google_place_id,match_confidence,food_info,surveillance_cameras,religious_affiliation
7108,http://www.phoenixmontessorischool.ca/,,,https://maps.google.com/?cid=10185403008008346687,(416) 695-1212,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJDTSmTno3K4gRP1yIOhLSWY0,high,,,
7111,https://schoolweb.tdsb.on.ca/bowmore/,,,https://maps.google.com/?cid=8903837562506466662,(416) 393-9450,9:15 AM – 3:40 PM,9:15 AM – 3:40 PM,9:15 AM – 3:40 PM,9:15 AM – 3:40 PM,9:15 AM – 3:40 PM,Closed,Closed,,ChIJR7DTcXPM1IkRZlX6qhbJkHs,high,,,
7230,http://hillsidemontessori.com/,,,https://maps.google.com/?cid=10329662117737418535,,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Closed,,ChIJK4XQhXw3K4gRJ0-MmfdUWo8,high,,,
7236,http://www.ikebatanursery.com/,5.0,10.0,https://maps.google.com/?cid=7630370003519248599,(416) 510-1441,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJO5qmpaDN1IkR15iPPBeF5Gk,high,,,
7382,https://www.cicc.ca/,5.0,5.0,https://maps.google.com/?cid=8601589353568538806,(416) 935-0200,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJsZVj-kQzK4gRthA8o_H7Xnc,high,,,
7491,https://learninggarden.ca/,4.8,64.0,https://maps.google.com/?cid=3555273009680730523,(416) 231-8998,7:00 AM – 5:45 PM,7:00 AM – 5:45 PM,7:00 AM – 5:45 PM,7:00 AM – 5:45 PM,7:00 AM – 5:45 PM,Closed,Closed,,ChIJi2Oeqrc3K4gRm8mNNffdVjE,high,,,
7505,https://www.tdsb.on.ca/Adult-Learners/Learn-English/-ESL-Programs,4.2,57.0,https://maps.google.com/?cid=6388528356642902477,(416) 338-4300,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJXb4vlyA2K4gRzdE1R7GcqFg,high,,,
7528,,4.1,9.0,https://maps.google.com/?cid=12143661850426623300,(416) 755-0305,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ3zhqIcPN1IkRREUk8xz0hqg,high,,,
7549,https://www.plasp.com/SearchForCare?type=0&lid=&sn=St.+Pius+X+C.S.+Toronto&pt=,,,https://maps.google.com/?cid=13986911336473381597,(647) 484-4372,"7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM",Closed,Closed,,ChIJlTkLrIk2K4gR3UphM8F9G8I,high,,,
7652,,4.2,21.0,https://maps.google.com/?cid=14378309841862368203,(416) 282-5556,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJZ1yHBmHa1IkRy5u1Ip8Eisc,high,,,
7689,https://schoolweb.tdsb.on.ca/rawlinson,,,https://maps.google.com/?cid=14913636572328399496,(416) 394-3080,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJxY9k2IkzK4gRiJLoWnLh984,high,,,
7693,https://lefca.org/child-care/all-child-care-centres/king-george-b-a,,,https://maps.google.com/?cid=3429621945148775020,(647) 567-5074,"7:30 – 9:00 AM, 2:30 – 6:00 PM","7:30 – 9:00 AM, 2:30 – 6:00 PM","7:30 – 9:00 AM, 2:30 – 6:00 PM","7:30 – 9:00 AM, 2:30 – 6:00 PM","7:30 – 9:00 AM, 2:30 – 6:00 PM",Closed,Closed,,ChIJgehMA1M3K4gRbBp6-vx2mC8,high,,,
7699,https://lefca.org/child-care/all-child-care-centres/weston-memorial-b-a,,,https://maps.google.com/?cid=2519461913599211334,(416) 658-9244,"7:30 – 9:00 AM, 3:25 – 6:00 PM","7:30 – 9:00 AM, 3:25 – 6:00 PM","7:30 – 9:00 AM, 3:25 – 6:00 PM","7:30 – 9:00 AM, 3:25 – 6:00 PM","7:30 – 9:00 AM, 3:25 – 6:00 PM",Closed,Closed,,ChIJK7MsxUcxK4gRRvc0AUPt9iI,high,,,
7708,https://garderielafarandole.com/pierre-elliott-trudeau/,4.8,5.0,https://maps.google.com/?cid=408155867974776891,(416) 603-6062,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,,ChIJv61TF_A0K4gRO7igc5kPqgU,high,,,
7712,,4.0,5.0,https://maps.google.com/?cid=2146886761845777947,(416) 759-5340,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJd2ClUP_N1IkRG2bOnCJGyx0,high,,,
7766,,,,https://maps.google.com/?cid=2590713978464046953,(416) 654-2498,"7:30 – 8:55 AM, 3:25 – 6:00 PM","7:30 – 8:55 AM, 3:25 – 6:00 PM","7:30 – 8:55 AM, 3:25 – 6:00 PM","7:30 – 8:55 AM, 3:25 – 6:00 PM","7:30 – 8:55 AM, 3:25 – 6:00 PM",Closed,Closed,,ChIJh0WfWYI0K4gRaQ_9IKMQ9CM,high,,,
7818,http://ascotdaycare.com/,5.0,2.0,https://maps.google.com/?cid=12651717474398859341,(416) 651-2275,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJS7WF3XE0K4gRTXAl5ALuk68,high,,,
7939,https://www.plasp.com/SearchForCare?type=0&lid=&sn=Holy+Angels+C.S.+Toronto&pt=,,,https://maps.google.com/?cid=1042021611476014131,(905) 890-1711,"7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM",Closed,Closed,,ChIJ56JWY8s3K4gRM9ROgCIBdg4,high,,,
7978,,3.0,1.0,https://maps.google.com/?cid=13763259446038202138,(416) 431-3898,,,,,,,,,ChIJUcNp-XDQ1IkRGoelmIvrAL8,high,,,
7981,http://www.petitemaison.ca/,,,https://maps.google.com/?cid=11251392041663830978,(416) 429-0507,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,Closed,Closed,,ChIJ4RARMZPM1IkRwpsHEHP5JJw,high,,,
7987,https://www.ymcagta.org/find-a-y/north-york-bRdlands-ymca-before-and-after-school-program,,,https://maps.google.com/?cid=4897978224678202018,(647) 262-3334,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJXRAqRIrN1IkRouqKpz4d-UM,high,,,
8162,http://gtlc.ca/,4.5,24.0,https://maps.google.com/?cid=15596249978176374637,(416) 438-5989,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJuYIeEIPa1IkRbYdlAbkCcdg,high,,,
8163,http://www.childdevelop.ca/,4.5,6.0,https://maps.google.com/?cid=11630037528991302692,(416) 535-6116,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ8dARsq81K4gRJAT9l4MxZqE,high,,,
8168,https://www.ymcagta.org/find-a-y/toronto-st-roberts-ymca-before-and-after-school-program,3.3,4.0,https://maps.google.com/?cid=12901698527286106604,(647) 262-3335,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJl_k99G0yK4gR7JkRVnQKDLM,high,,,
8169,http://www.carouselchildcare.ca/,4.4,15.0,https://maps.google.com/?cid=17033829253874966411,(416) 636-0614,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJN5GmNewtK4gRi9_fEXVRZOw,high,,,
8198,http://playandgrowchildcare.com/,5.0,6.0,https://maps.google.com/?cid=15388315940246215427,(416) 395-5098,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJCZaatqctK4gRA1vbHdFHjtU,high,,,
8200,,,,,,,,,,,,,,,location_mismatch,,,
8205,https://www.mjds.ca/,,,https://maps.google.com/?cid=6980182314598308346,(416) 784-5071,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 3:30 PM,Closed,Closed,,ChIJ1a33Im4yK4gR-pkYIdWW3mA,high,,,
8258,https://www.google.com/search?q=apple+day+care+centre&rlz=1C5CHFA_enCA1076CA1076&oq=apple&gs_lcrp=EgZjaHJvbWUqDAgCECMYJxiABBiKBTIHCAAQABiPAjIYCAEQLhhDGMcBGLEDGMkDGNEDGIAEGIoFMgwIAhAjGCcYgAQYigUyBggDEEUYOzIMCAQQABhDGIAEGIoFMgwIBRAAGEMYgAQYigUyDwgGEAAYQxixAxiABBiKBTIVCAcQLhhDGK8BGMcBGIAEGIoFGI4FMhIICBAuGEMYrwEYxwEYgAQYigUyDAgJEAAYQxiABBiKBdIBCTQ3NzBqMWoxNagCCLACAQ&sourceid=chrome&ie=UTF-8,4.7,34.0,https://maps.google.com/?cid=10909068618825879922,(416) 264-3158,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ20_jMRvQ1IkRclF6LxzMZJc,high,,,
8477,http://bbnc.ca/,,,https://maps.google.com/?cid=9555865788777594964,(416) 396-7603,,,,,,,,,ChIJ5fK-IfLO1IkRVIBlRU5BnYQ,high,,,
8570,http://www.kidszonetoronto.com/,4.3,12.0,https://maps.google.com/?cid=7641047533224533991,(416) 534-1758,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,Closed,Closed,,ChIJ1xvwycs1K4gR5x-5WT90Cmo,high,,,
8703,http://www.stbartschildcare.com/,4.8,12.0,https://maps.google.com/?cid=11700720926794553698,(416) 368-6375,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJCUAf0UbL1IkRYpmRmbBPYaI,high,,,
8743,,4.2,38.0,https://maps.google.com/?cid=1417060330223538683,(416) 690-8668,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJr5LA5BfM1IkR-5FFyNxoqhM,high,,,
8823,https://www.gcsny.ca/,4.4,20.0,https://maps.google.com/?cid=8367879740470027821,(416) 502-1540,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJQ6DBSAvT1IkRLWbn_UmuIHQ,high,,,
8826,https://www.plasp.com/SearchForCare?type=0&lid=&sn=Islington+J.M.S.+Toronto&pt=,1.0,2.0,https://maps.google.com/?cid=10678130297236788500,(647) 484-4372,"7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM",Closed,Closed,,ChIJ8ybC5aU3K4gRFJUiIO5WMJQ,high,,,
8827,https://www.plasp.com/SearchForCare?type=0&lid=STELZ&sn=St.+Elizabeth+C.S.+Toronto&pt=,,,https://maps.google.com/?cid=407195158225186593,(647) 484-4372,"7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM",Closed,Closed,,ChIJXy6Z4fQ3K4gRIW9FyNalpgU,high,,,
8905,http://rhymeandreasondaycare.com/,4.7,29.0,https://maps.google.com/?cid=12118961790815246880,(416) 255-3008,7:00 AM – 5:30 PM,7:00 AM – 5:30 PM,7:00 AM – 5:30 PM,7:00 AM – 5:30 PM,7:00 AM – 5:30 PM,Closed,Closed,,ChIJ4wqpfRFIK4gRIBoTLIozL6g,high,,,
8929,http://www.nyad.org/,4.1,9.0,https://maps.google.com/?cid=14596056920204504014,(416) 264-8050,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJwXv2qzDO1IkRzusrim-cj8o,high,,,
9017,http://www.northwestchildhood.ca/,4.8,29.0,https://maps.google.com/?cid=3285280535911204017,(416) 740-2888,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJd1vN2qQ6K4gRsQR-wj2ply0,high,,,
9240,,4.5,27.0,https://maps.google.com/?cid=12285388468625276407,(416) 739-1478,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJK9CNJTYvK4gR9_0WsLh3fqo,high,,,
9294,http://www.lepetitchaperonrouge.ca/,4.6,35.0,https://maps.google.com/?cid=3159746264750339503,(416) 463-3955,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ1wHIKHHM1IkRr7XPmnys2Ss,high,,,
9320,https://www.plasp.com/SearchForCare?type=0&lid=&sn=St.+Cecilia+C.S.+Toronto&pt=,5.0,1.0,https://maps.google.com/?cid=17418399541801027472,(647) 484-4372,"7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM","7:30 – 9:00 AM, 3:00 – 6:00 PM",Closed,Closed,,ChIJkS3AQZw2K4gRkIfgvBiWuvE,high,,,
9330,https://gmpj.cscmonavenir.ca/,,,https://maps.google.com/?cid=5080664938283638198,(416) 397-6982,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ669Y5zjR1IkRtp0txdclgkY,high,,,
9373,http://www.headstartmontessori.ca/,,,https://maps.google.com/?cid=14677728691291580571,(416) 756-7300,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJKbkQCPbS1IkRm2j-kXrEscs,high,,,
9433,https://www.yorktownmontessori.com/,4.7,18.0,https://maps.google.com/?cid=4627611765675843679,(416) 226-6932,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,Closed,Closed,,ChIJt8WAymwtK4gRX-CG-2GUOEA,high,,,
9444,https://lullaboo.ca/,4.9,37.0,https://maps.google.com/?cid=4718078374834143798,(416) 544-1039,7:00 AM – 6:30 PM,7:00 AM – 6:30 PM,7:00 AM – 6:30 PM,7:00 AM – 6:30 PM,7:00 AM – 6:30 PM,Closed,Closed,,ChIJFwocEAszK4gRNgJx0kj7eUE,high,,,
9456,http://wilmingtonbestchildcare.ca/,5.0,2.0,https://maps.google.com/?cid=16192576091928585823,(416) 633-2665,,,,,,,,,ChIJE4czePotK4gRX-bi5SmWt-A,high,,,
9462,,5.0,1.0,https://maps.google.com/?cid=11676004787628723007,(416) 532-0428,,,,,,,,,ChIJA8i4oEo0K4gRP8teAn6ACaI,high,,,
9465,,,,,,,,,,,,,,,location_mismatch,,,
9467,http://www.ourvillageshul.com/,4.8,59.0,https://maps.google.com/?cid=2819484368891786480,(416) 785-1107,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 2:00 PM,7:30 AM – 7:00 PM,8:00 AM – 5:00 PM,,ChIJ5-liypgzK4gR8LSPYRjSICc,high,,,
9470,https://www.ymcagta.org/find-a-y/toronto-norseman-ymca-child-care-centre,,,https://maps.google.com/?cid=12748424828095753244,(416) 236-5793,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,Closed,Closed,,ChIJ77aHnLM3K4gRHOxqTNaA67A,high,,,
9471,https://www.ymcagta.org/find-a-y/toronto-norseman-ymca-before-and-after-school-program,2.6,5.0,https://maps.google.com/?cid=12483100563566019597,(416) 917-8900,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJidpNPLU3K4gRDcTUAtPhPK0,high,,,
9536,https://www.icsg.ca/,4.7,13.0,https://maps.google.com/?cid=3904600757350078551,(416) 225-7156,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ9_fHqS7T1IkRV5iSi7PtLzY,high,,,
9540,https://schoolweb.tdsb.on.ca/bruce,,,https://maps.google.com/?cid=10110631903701714121,(416) 393-0670,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,Closed,Closed,,ChIJARHxpp3L1IkRyUTf4iUuUIw,high,,,
9573,https://www.teddybeareducare.com/,5.0,34.0,https://maps.google.com/?cid=8972617458927276719,(416) 236-3308,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJqez5SLY3K4gRrxLUOAokhXw,high,,,
9595,https://www.toronto.ca/data/children/dmc/webreg/gcreg9595.html,4.2,18.0,https://maps.google.com/?cid=16518889920127477907,(416) 392-0932,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJrXvMi2pTV0ARk6j6jNziPuU,high,,,
9607,http://www.childrensmagicmoments.com/,5.0,4.0,https://maps.google.com/?cid=16603929708903026904,(416) 488-0114,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,Closed,Closed,,ChIJuUWKjBMzK4gR2FC4ThkCbeY,high,,,
9608,http://sunnysidedaycare.com/,3.3,40.0,https://maps.google.com/?cid=11780127099739923144,(416) 538-9654,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,Closed,Closed,,ChIJTQHkLDU0K4gRyGLz9C5re6M,high,,,
9633,https://treasuredmomentskids.com/,4.6,10.0,https://maps.google.com/?cid=5040481628808419420,(416) 234-0303,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJj4Attqw3K4gRXBgC9lVj80U,high,,,
9658,https://networkchildcare.com/,4.3,25.0,https://maps.google.com/?cid=7718713755528916098,(416) 537-0793,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJj6oAs0Y0K4gRguw44UNhHms,high,,,
9679,,,,https://maps.google.com/?cid=696816010035666669,(416) 469-2866,,,,,,,,,ChIJ34qopYPL1IkR7R77H3iWqwk,high,,,
9707,http://www.gtlc.ca/,4.4,24.0,https://maps.google.com/?cid=12313188786707582582,(416) 207-9259,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJHWSssrw3K4gRdk4HpPY74ao,high,,,
9741,https://elc.utoronto.ca/,5.0,3.0,https://maps.google.com/?cid=4526930961801205151,(416) 978-6725,,,,,,,,,ChIJPQ0bab40K4gRn9XgnLnj0j4,high,,,
9742,https://elc.utoronto.ca/,,,https://maps.google.com/?cid=11363546922820403118,,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,Closed,Closed,,ChIJecR2WgA1K4gRrn8xO7hts50,high,,,
9764,http://www.childspacedaycare.com/,5.0,9.0,https://maps.google.com/?cid=9327276517202053615,(416) 469-9766,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,Closed,Closed,,ChIJY6ju83vM1IkR78mrCZMkcYE,high,,,
9768,https://www.georgebrown.ca/child-care-centres/university-of-toronto/,3.9,7.0,https://maps.google.com/?cid=14528804713444332005,(416) 415-2604,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,Closed,Closed,,ChIJUQSx3bE0K4gR5dHe8-iuoMk,high,,,
9780,https://www.boultonchildcare.com/,4.8,14.0,https://maps.google.com/?cid=3906697792412706493,(416) 463-7625,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ7ddlt2_L1IkRveaPkfFgNzY,high,,,
9800,https://cmschool.net/,,,https://maps.google.com/?cid=6663876389343269070,(416) 510-1200,7:30 AM – 4:00 PM,7:30 AM – 4:00 PM,7:30 AM – 4:00 PM,7:30 AM – 4:00 PM,7:30 AM – 4:00 PM,Closed,Closed,,ChIJ9VeNoaHS1IkRzhDr9UTYelw,high,,,
9815,https://kidsandcompany.com/locations/bloor/,4.0,43.0,https://maps.google.com/?cid=10942321453946524873,(416) 924-5437,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJUzcR9Kw0K4gRyVSeMGPv2pc,high,,,
9847,https://kidsandcompany.com/locations/front/,4.4,34.0,https://maps.google.com/?cid=4108731641149441420,(416) 345-1543,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJP9qE4tI0K4gRjMUenKglBTk,high,,,
9916,https://broadviewmontessori.com/,4.4,14.0,https://maps.google.com/?cid=4678747227186563420,(416) 467-1618,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,Closed,Closed,,ChIJKdD8G5jM1IkRXIlMZtA_7kA,high,,,
9928,http://www.edukids.ca/,4.0,17.0,https://maps.google.com/?cid=12844781094202143101,(416) 386-9744,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJK6RpQmLN1IkRfXGSwVnUQbI,high,,,
9939,https://www.woodgreen.org/,4.4,25.0,https://maps.google.com/?cid=6768760453318193580,(416) 645-6000,9:30 AM – 6:00 PM,9:30 AM – 6:00 PM,9:00 AM – 6:00 PM,9:30 AM – 6:00 PM,9:30 AM – 6:00 PM,Closed,Closed,,ChIJsRBCjIzM1IkRrDG-FcV3710,high,,,
9965,https://martinlutherchildcare.ca/,3.3,14.0,https://maps.google.com/?cid=837378807103177453,(416) 259-2861,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ5UstmR42K4gR7ULTo5b3ngs,high,,,
9989,,3.7,21.0,https://maps.google.com/?cid=9299116729758522733,(416) 241-1902,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ6YqDljoxK4gRbR0mmmUZDYE,high,,,
9995,http://abacusmontessori.ca/,,,https://maps.google.com/?cid=7247824320388167567,(416) 285-8613,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ85HIor7N1IkRj3csm9FxlWQ,high,,,
10017,https://midlandchildcare.com/,5.0,2.0,https://maps.google.com/?cid=10788389678580271865,(416) 291-4886,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ8TAFowbU1IkR-YpE2kAPuJU,high,,,
10066,http://stgeorgeminischool.ca/,4.7,24.0,https://maps.google.com/?cid=5936833269106699374,(647) 478-6043,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJn03zXGPN1IkRbmzTT2feY1I,high,,,
10104,https://macaulaycentres.org/,4.3,6.0,https://maps.google.com/?cid=2332528246353142478,(416) 769-8021,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ7-L_65Q2K4gRzqJx8BTOXiA,high,,,
